Comment Date,Comment,Published To
03/22/2018,As always everything is excellent.  Thank you for being such a great hometown restaurant,None
03/22/2018,We always have a great time sitting at the bar with our friends and relaxing after a tough day at work.  The bar staff is the best!,None
03/21/2018,"The Irish Chicken Breast is my favorite on the menu. Never disappoints. The chicken and mashed potato portion is generous. The leek sauce is incredible, I always ask for extra. It's well worth the charge. The broccoli was nice and firm. Just right. We brought along a friend and he ordered the Fish & Chips. Honestly, it's never been my favorite. But this time, I thought it was much improved. The onion rings were also very good. I had the Harp, it was excellent. We ate at the bar. The atmosphere is great. The charm of an Irish pub with a fun mood. My only comment is the bartender/server didn't offer us the the signature pretzels with mustard sauce and my family hasn't received any of the nice birthday/anniversary coupons like we have in the past, but it's OK. We still love you.",None
03/21/2018,"No improvements needed!  Food is awesome, especially the St. James Burger.  What a bang for the buck!!!",None
03/21/2018,Bartender did an excellent job of managing service despite a malfunctioning draft cooling system.,None
03/20/2018,Could choose either the great breakfast buffet or a variety of items from menu.  Server was very attentive & pleasant.,None
03/20/2018,Awesome,None
03/20/2018,"The server was appropriately attentive, not too much so not too little. He did a great job on a busy Friday evening before St. Patrick's Day.",None
03/19/2018,Great atmosphere,None
03/19/2018,"Wait wasn’t long, food and service was great.",None
03/18/2018,Time between the appetizer and meal.....they arrived at the same time. Thanks,None
03/18/2018,We were able to make a reservation for just 4 people. Server was great!  All employees were friendly.,None
03/18/2018,Our waitress was excellent.  She apologized it was taking longer than expected to bring the order.  When it came is was piping hot and excellent.  The restaurant was very busy and obvious why it took a little longer.,None
03/17/2018,The pimento cheese bacon burger was fantastic.  I would love for the cheddar sticks to come back!!,None
03/17/2018,Sat at the bar and Jess was awesome,None
03/17/2018,Salmon was delicious and the customer service was excellent!,None
03/17/2018,The atmosphere is always warm and welcoming. A great dining experience.,None
03/16/2018,WE ARE SENOIA REGULARS & JUST PLAN LIKE EATING THERE,None
03/15/2018,Enjoyed our experience and the food was very good. Service was very good too.,None
03/15/2018,"The food was good but minor errors from server.  Brought another table's appetizer to our table, I asked for lime twice and was brought lemon twice, pretzel sticks not brought to our table until our appetizer had already arrived.",None
03/15/2018,"Our server was very nice, but she would disappear when we needed something.",None
03/14/2018,"McGuire’s has a great environment, excellent service, and delicious food!",None
03/14/2018,Food and atmosphere are always great.,None
03/14/2018,We enjoy the staff. There is a major issue with the bar management not ordering sufficient light beer and wine. This has occurred a few times in the past weeks.,None
03/13/2018,Service,None
03/12/2018,Our waiter was very nice but did not check on us much for drink refills and it took a while to get our check.  We noticed he had tables all the way on other end of resteraunt by the bar from us.  Maybe have wait staff separated when managing tables by bar/dining area.,None
03/12/2018,We always enjoy going to the pub.  It's our favorite restaurant in Senoia.,None
03/12/2018,"As usual, Chris took great care of us on the patio.  Just a note...my husband and I stop by frequently for happy hour, staying for appetizers or a meal.  This last time we were really disappointed in the beer ""specials"" and the downgrade in the house wine.  Bud Light at $3.50 is not a special, and the other choices were clearly beers that needed to be unloaded...they were horrible  Natty Light, really???.  Please consider bringing back at least one decent beer at a decent price (Yuengling, for instance?) to keep the happy hour folks happy and spending money in your establishment.  :)  No good beer specials = us not stopping by for happy hour = us not ordering appetizers and/or a meal = Crosstown losing business.  Thanks for the consideration!",None
03/11/2018,Clarissa was our server and was great!  Casey (sp?) was the bartender from McGuires that night and made a wonderful Oldfashioned for me.  :),None
03/11/2018,Service n spring rolls great. Brisket was fatty n sandwich was dry.,None
03/10/2018,Waiter was great alone with the fish tacos!,None
03/09/2018,"We go for the trivia, and burgers",None
03/08/2018,"Mequires stay consistent with theyre great service, awesome atmosphere - you think you’re in an underground pub in Ireland- and great recipes! 


I would like to see more options with fewer carbs, although I know that doesn’t necessarily fit the theme",None
03/08/2018,"We had a very friendly waitress that took her time with our group of 5 adults, 2 boys, and a baby. She never rushed us to order or to finish. We appreciate that CG set a table to accommodate our group. We will be back.",None
03/07/2018,I would like to see an improvement in the accuracy of how the order comes out. We did not order off the menu or add anything extra to our orders and they still came out wrong or missing parts. Our server was awesome.,None
03/07/2018,Food is always great and we love Kids Eat Free on Tuesdays!,None
03/07/2018,Food & service were great.,None
03/07/2018,We ate in the bar area on a Sunday early evening.  Nice atmosphere to end the weekend.  We had (4) adults and (2) children aged 8 and 11. Everyone found something to eat.,None
03/07/2018,We were running late and came in 15 minutes before closing. I was in the restaurant industry for over three decades so I know what it’s like at closing. However the staff gave us our usual great service and the food as always was excellent. We really appreciate the experience after a long day.,None
03/07/2018,Always great service and food!!!,None
03/06/2018,Always good food and service!,None
03/06/2018,food and service was great as usual.,None
03/05/2018,We got there at 12:45and it took a good hour til we got our food. We usually don’t have such along wait but we will not come on Sunday afternoon again.,None
03/05/2018,Food is always amazing.,None
03/05/2018,"Speedier service. Took 45 minutes to get food. 
Need to be able to accommodate large parties faster. 
Waitress did not check back with us on a regular basis. We had to go ask for refills and where our food was.",None
03/05/2018,Food was good and service was very good.,None
03/05/2018,"The service, atmosphere and the food are great! I've loved everything I've had from the menu. Keep up the great work!",None
03/04/2018,Always enjoy the food and friendly staff. Occasionally we have to wait for staff to check back with us. More specials.,None
03/04/2018,Quick service and friendly staff.,None
03/04/2018,The wait was quite long even though there were empty tables; I assume that you had a shortage of wait staff.  Our waitress brought the check to the table before I finished eating.  Perhaps she was anxious for us to leave.,None
03/03/2018,"Pretzels and homemade mustard
Nice atmosphere 
Great meatloaf",None
03/02/2018,The consistency of the food served.,None
03/02/2018,Beer selection and kids meals,None
03/01/2018,"Loving the new menu item choices for the season, keep it up!",None
03/01/2018,Blake,None
02/28/2018,We love the pub and Crosstown Grill,None
02/28/2018,I would like to see more variety on your menu. More appetizers and pizzas.,None
02/28/2018,"We always love our server and we come on trivia night so its a great atmosphere.

Would love more options on the menu chopped steak would be awesome.",None
02/28/2018,"Cheeseburger salad always perfect, husband had fish and chips, also perfect and a large portion.  Missy was our server/bartender whom we know will give us her best, even though the place was super busy.",None
02/28/2018,"Love the owners, service and the attention we get. I always bring people there and I have had two Christmas parties there. I would like to see Bangers and Mash back on the Crosstown Menu but if not, I will go to Senoia location. Love both places.",None
02/28/2018,My moms burger was over cooked. She asked for pink in the middle and it was medium well. Also we were right under the AC and I was freezing the entire meal.,None
02/27/2018,"It was my birthday, the staff were very kind, seated immediately we requested a booth & got one.
The food was tremendous fresh & piping hot.
It was a lovely evening.",None
02/27/2018,Love everything about the pub - from the food to the beer to the atmosphere & especially the staff.  Great place!,None
02/27/2018,Love the trivia!,None
02/26/2018,Loved your Blackberry Pomegranate Margarita Sunday night! Great bartender in tv area!,None
02/26/2018,Great casual neighborhood bar and restaurant. The servers have always been very friendly and attentive.,None
02/25/2018,The service was great (as usual) and the food was good. The Monte Cristo was even better than usual and our waitress was very attentive.  The staff is always friendly and helpful.,None
02/25/2018,The staff was super nice and very attentive!,None
02/25/2018,happy hour  $2 Bud Light,None
02/25/2018,"I joined the VIP club and enjoy draft beer.  I would like to see Fat Tire added to your selection.  I also would like to see a bit of an expansion in the happy hour selection.  If I had a complaint, it would be small, but some of the bar-tenders are not terribly attentive to refills.",None
02/25/2018,The food is always good and the service is great.,None
02/24/2018,The last couple visits I ordered Irish nachos. It seems that there is less chili in the nachos and it is also all the way at the bottom below most of the chips. Other than that it’s always a pleasant experience.,None
02/24/2018,Nothing to complain about,None
02/24/2018,"We had a very, very sweet waitress. ?? More IPA’s in the craft beer selection would be nice.",None
02/23/2018,"The service and the food were excellent as always. However, we did have to wait about 15 minutes beyond our reservation time. The manager came out and spoke with us a couple of times and said our booth was occupied by some people that had been there a very long time.",None
02/23/2018,"Nice bartenders and good food. Please add Pino Grigio and Pino noir 
To happy hour wines.",None
02/23/2018,I always have a great experience when dining at both restaurants.  I usually sit at the bar and the staff there is amazing!!,None
02/23/2018,the food is always great no matter what we order!,None
02/23/2018,I LOVE THE ATMOSPHERE AND THE FOOD.,None
02/23/2018,"Loved the pimento cheese appetizer! The quesadilla appetizer was spicier than expected, but still good! One of our favorite places to eat in PTC!",None
02/23/2018,The friendly staff and the awesome food.,None
02/23/2018,"Loved the meat loaf and brusselsprouts! Your beer selection is the best one around!
My husband brought me a superfood salad and that one was a miss. Over cooked, chewy chicken on top with not so impressive greens. The meatloaf dinner made up for that one!!",None
02/23/2018,Fast and friendly service.,None
02/23/2018,salmon dinner was simply great!,None
02/22/2018,Bring back the hummus appetizer!!,None
02/22/2018,Our waitress CiCi was wonderful!,None
02/22/2018,One of our favorite places! Always love when Jean is there! Jesse was behind bar tonight and she was great!,None
02/22/2018,We really enjoy coming to Crosstown Grille. We love the entire staff and it’s our favorite local pub.,None
02/22/2018,"Friendliest servers in town. Always treated with a hello and they are great at remembering names.
Would like to see Bud light back on the happy hour menu!!",None
02/22/2018,Loves the margarita salad,None
02/21/2018,"Although the restaurant was super-crowded, all employees made us feel welcome.  Our wait was about 15 minutes, and when we were seated, our server was prompt, friendly and efficient, going over and above what she might have done to make our dinner perfect.",None
02/20/2018,We always have a great time at Maguires.,None
02/19/2018,Always consistently good service and food!!,None
02/19/2018,Tried the Irish breakfast for the first time.  Well prepared and very good.,None
02/18/2018,Great Atmosphere!! Awesome Staff!!!,None
02/18/2018,"We love the food, service & atmosphere...",None
02/17/2018,Good service,None
02/17/2018,Awesome Place,None
02/17/2018,Food cooked perfectly. Friendly & attentive staff without being intrusive.,None
02/16/2018,"We are transplanted New Englanders when we discovered your Fish 'n Chips we knew we had found a place to call ""home."" Visitors to GA and your pub have been convinced that we are correct in our assessment . We don't bother with a menu we know what we love and you have it, we will return for our next holiday visit. Thanks for your food, your service and for being so close by!",None
02/15/2018,"The bartender was attentive and very courteous. Food came out hot, beer was cold. It was a great meal!",None
02/15/2018,Yes,None
02/14/2018,Enjoy Your Happy Hour!,None
02/14/2018,Y’all have awesome bartenders and one really sexy one named George!!,None
02/13/2018,Yes,None
02/12/2018,"Robbie and Megan are a riot. They always take great care of us when we are there. Quick with a drink,food and a joke.",None
02/11/2018,Fish and chips were over cooked,None
02/11/2018,"A wonderful, warm evening with friends! Good food and good service and warm inviting atmosphere, a winning combination!",None
02/11/2018,"Salmon Cakes!
And a wonderful server.",None
02/10/2018,The french onion soup is the best!,None
02/10/2018,The wait time was acceptable and the staff is so friendly!,None
02/08/2018,"The grilled sloppy joe cheese sandwich is great! Wish it were a regular menu item!!!!!
We are seeing a lot of new faces (employees) which brings thoughts of concern! Sincerely miss Patrick, Jose, Ashley.",None
02/06/2018,"Staff is very nice.

Stella on tap.",None
02/06/2018,Food very good and we love Happy Hour! I had Cottage pie and my husband has Irish chicken!,None
02/06/2018,We have already discussed.,None
02/06/2018,"We love the Fish and Chips at both restaurants, but the coleslaw is a little bland.",None
02/06/2018,Megan at the bar provides quick friendly service always with a smile.,None
02/06/2018,Staff went above and beyond,None
02/05/2018,I love that there is the option to sit in the bar with tvs or in the dining room without tvs for a quieter dining experience.,None
02/05/2018,"I enjoy the variety of beer selections. The bar area often is chilly and uncomfortable, though.",None
02/04/2018,We were with a group of 11 or 12 on this visit.  The major problem was how the food came out.  Some were sitting with their food getting cold waiting for the others to get their meal.  One person's meal (a salad) was the last thing to come out after everyone else had started eating.  One or two meals would be delivered then he servers would go back and in a few minutes bring a couple of more meals.  Just not the type of service we have received on our other Sunday visits.,None
02/04/2018,"Good atmosphere, food and service",None
02/04/2018,Blake is simply the best waitress.,None
02/04/2018,"The wife and I dine here, at least, once a month and truly love the ""constants"" with every experience. Without fail, no matter what we order, the food is excellent and service is always top notch!! Management and Wait-Staff are consistently professional, friendly, helpful, giving the customer a real sense of their appreciation for us being there! Looking forward to our next fine experience at McGuire's ""CrossTown Grill and Ale House!""",None
02/03/2018,I Love the atmosphere.  One thing I would like to see improved is .... bring back the cheddar sticks!,None
02/03/2018,The ambiance was comfortable,None
02/02/2018,The food and service was superb!,None
02/01/2018,Our meal wasn't very warm and was missing a side. Had to remind the server about the side.,None
02/01/2018,Always enjoy the experience at Crosstown Grill. Great food and drink choices!,None
01/30/2018,Less salt on the corned beef.,None
01/30/2018,I had a steak tonight for the first time.  It was cooked a perfect medium rare.  We had an order of wings to go for our evening TV watching.,None
01/29/2018,Great food and service,None
01/29/2018,I wish it didn’t smell like stale beer.,None
01/29/2018,Our neighborhood bar with the best staff there is! Special shout out to Chantal for being a great bartender!,None
01/29/2018,The waitress was so nice and a pleasure to have.,None
01/28/2018,All good....,None
01/27/2018,The staff is extremely friendly and welcoming.  The food is outstanding,None
01/27/2018,Love the area,None
01/27/2018,Faster service. Waited for drinks. Waited for bill.,None
01/26/2018,Salad was changed and not good,None
01/26/2018,Trivia,None
01/26/2018,"The pub experience is a fun evening and is enhanced by the location and restaurant environment.

The only disappointing part of the experience was a large group of noisy youngsters/families who made it difficult to talk with guests during the second half of the meal.",None
01/25/2018,"Our waiter was outstanding.  Prompt, courteous and professional.  The only negative was that the lights were a little too dim and made it difficult to read the menu.",None
01/24/2018,Love the warm and inviting feeling when going to Maguires.  Food is good and very friendly staff.,None
01/23/2018,"Our waiter was awesome! He was very courteous, efficient, and helpful! We tried new entrees and the food was delicious!",None
01/22/2018,"Seems that there was not enough wait staff, we had to wait longer than normal. The Irish chicken was not up to your usual standards.",None
01/22/2018,Salmon and Burgers were great.,None
01/22/2018,"We had no problems, the waiter was very polite and attentive also the food was delicious",None
01/22/2018,Friendliest people and the beer selection is great. The everyday happy hour is awesome and has really created a solid clientele with return guests. The evolving menu is nice and keeps things fresh.,None
01/21/2018,"It be easy to have some GF items on your menu and have it marked.
I would love to see a Reuben
sandwich with GF bread for example.
We love both of your restaurants.
Last night the waiting time for the food was long.
And it is always so loud!!",None
01/21/2018,"Love the ""local"" homey feeling... very welcoming. Always enjoy our time.",None
01/21/2018,"As always your restaurant is terrific!  The staff is friendly, the food is great and we love the casual atmosphere.",None
01/21/2018,Nice atmosphere. I'd like more visits to the table.,None
01/20/2018,"Fish and chips were really ""fishy tasting""....",None
01/20/2018,Love the atmosphere and staff is always friendly and helpful.,None
01/18/2018,Loved the lemon pepper chicken and mashed potatoes,None
01/17/2018,Enjoyed the special.  Chicken caprese,None
01/17/2018,Friendly  servise,None
01/17/2018,Great service and atmosphere.,None
01/16/2018,"George was a great server; very attentive.  Good food + consistent great service = return visits.

We eat at the pub a lot and because of that, a change/addition to the menu would be great.  We enjoy going there because it is close to our house, always open, it is easy to get in/out quickly so we find ourselves eating there a lot.  I guess this is why additions to the menu would give us something new to try.",None
01/16/2018,"Maybe a later last call on weekends.  Monday night during NCAA football championship game, the bar was dead because people didn't want to show up to watch the game and then be told the bar was closing at 1/2 time.",None
01/15/2018,"Food was good overall.  There was some gristle in my steak, but it was cooked medium rare as ordered.  There was no one at the door when we arrived, so we had to wait a while to be noticed.  This isn't your fault, but the kids sitting behind me constantly were shaking the booth chair.",None
01/15/2018,Service was excellent!,None
01/15/2018,The food and service provided by Austin were both great. Only problem was waiting 20 minutes to be seated when plenty of tables were open.,None
01/15/2018,"We have been coming to your establishment for over 3 years on a frequent basis. It would be nice to start seeing some new dishes on the menu. We support our local business owners and want to see you succeed. We love the environment. Great Place great food, just would like to see a little more variety. As spring approaches would it be out of the question to introduce maybe some fresh seafood i.e. clam bakes, oysters etc. Just an idea. Thanks for all your hard work! We'll be back soon!",None
01/15/2018,"I would like to be able to order just 2 hot pretzels. 4 get cold, and they're not as delicious. I love that you have happy hour, but I wish there were more specials.

I love the atmosphere at McGuire's!",None
01/14/2018,Pita wedges were not warm.,None
01/14/2018,"Our golf group meets for happy hour at the bar when the weather is bad.  The choices for happy hour beer has been great, but suddenly has been reduced by roughly 30%.  Hope this is not permanent!  Also, in late afternoon, one person can't keep up behind the bar.  But love the place!",None
01/13/2018,"Good food, good atmosphere , great service!  One if our favorite restaurants!",None
01/13/2018,"Liked the fish and chips. 

Improve on your choice of appetizers.",None
01/13/2018,Waiter remembered us from before and was real attentive,None
01/12/2018,More diverse appetizers,None
01/11/2018,The superfood salad is wonderful. We could go a little later on the noodles and the cranberries.,None
01/09/2018,"Breakfast buffet
Personal service by waiter - not sure of this young man’s name
Omelet prepared well",None
01/09/2018,The staff is always cordial and professional,None
01/09/2018,Service and food was awesome!,None
01/08/2018,"I like the decor and the overall vibe of the restaurant. The servers and bartenders are very friendly and efficient. Great wine and beer list. The food is hit or miss depending on what you order. I have had great meals and so-so meals. It's the weakest link in the overall equation. But that being said, we will continue to support.",None
01/08/2018,Love the atmosphere.  The past two visits our server didn’t bring pretzels but same server delivered pretzels to adjacent table.  My meatloaf had good taste and great presentation but temp. was lukewarm and gravy sparse.  Had to order additional gravy.,None
01/08/2018,"To me, the pub is the best place to eat in Senoia",None
01/07/2018,Steamed rice on the menu,None
01/07/2018,Pretty much everything. Staff is great and food was and is great.,None
01/07/2018,"Even though they were busy, we had good service  with a smile and she came back time and time again. We were very pleased with the service. The food was very good as always, its a warm wonderful place to fellowship with friends and family.",None
01/06/2018,"Nothing to improve, love having Casey back and very much like the new manager, John.  Also glad you brought Ashley back to crosstown...great team in my eyes.  Hotitaki wings were very large and cooked to perfection.",None
01/05/2018,"Ate as Crosstown Wednesday with the wife for lunch. Food was excellent, I enjoyed the Bullionaire Burger. The restaurant itself was freezing though. We found ourselves shivering for most of the meal. Always plan on coming back though.",None
01/04/2018,Bartender was very polite and helpful. Bourbon selection is fantastic.,None
01/04/2018,Nothing really.,None
01/04/2018,Food and staff are always great. I wouldn't change anything,None
01/03/2018,We always enjoy going to Cross Town Grille. The service and the quality of the food is always excellent. We do not see any need for improvement.,None
01/03/2018,Always have a very Friendly Environment!! The Bar Tenders are Amazing!!,None
01/02/2018,We ate at the bar and the bartender did an amazing job taking care of everyone there.  The bar was almost full and she kept on top of everything.  It was an excellent experience as always!,None
01/02/2018,"No one seems to know how to make sweet tea.  I have asked for this on several previous occasions, but have quit asking since it never seems to be more than colored water.  I have consequently been requesting water instead for the past several visits.",None
01/02/2018,We love Happy hour and fish& chips and cottage pie very good.,None
01/02/2018,"Our waitress was good, however it took a while for her to come back to our table to offer more drinks. The restaurant was not really busy, we just did not see her very much.",None
01/01/2018,"Had an enjoyable time. Our son and his friend loved the burgers they ordered! The chilli was delicious! Veggies were yummy! The cider from Mercier Orchard was yummy
 too!",None
12/31/2017,"I don't feel you should be charging $2 extra for all flat or all drums on your wings.  No one else does that, ie, Mike and C's. Additionally charging for celery.",None
12/30/2017,"The Cottage Pie was dry. I thought it was suppose to have gravy. The bread crumbs on top did not help. That was a disappointing dish from a place that promotes Irish Shepherds Pie. Sorry, I did not enjoy that dish. I love other dishes you have, but this one - not so much.",None
12/30/2017,Fish chips,None
12/30/2017,"I have been having difficulty in having my points added to my card on my last two visits before this one.  The manager, believe her name was Jenna assisted me. She's a champ, after checking it out she got me my points and all with a smile!  This is the why me and my buddies keep coming back!  Super place to come and really enjoy yourselves!!  Thanks and by the way, the food and service was outstanding!!!",None
12/30/2017,Great service. Good food. Fine beer.,None
12/29/2017,More IPA’s to choose from.,None
12/29/2017,The restaurant was out of the ingredients needed to make the drink I ordered which was one of the signature drinks in the book.,None
12/28/2017,I love the fish and chips and the music is so fun!!,None
12/27/2017,Liked having a family gathering in the wine room.,None
12/26/2017,"We ate at the bar, Rob and Alex always treat us like family..
 Food was GREAT, as usual !!!!!!!!!!!!!",None
12/26/2017,Advertisement about the Sunday brunch and unlimited mimosa and Bloody Marys little confusing!,None
12/26/2017,Staff makes us feel like family......,None
12/25/2017,"Soup is always excellent! 

We would like to see some new appetizers!",None
12/25/2017,Great staff with even better food. Our favorite spot to bring new and old friends.,None
12/25/2017,Everything was great.,None
12/25/2017,"I always do carry out.
Your newer boxes are better. It was great that the Guinness  sauce was separated. The staff was great",None
12/25/2017,Attentiveness of wait staff...George!,None
12/25/2017,Service was great.,None
12/25/2017,Friendly atomosphere and bartenders. We love the spring rolls with corned beef.,None
12/24/2017,No complaints all good,None
12/24/2017,"Get rid of the trivia it is noisy enough without it.
 Put in an electic fake fire in the nice fireplace you have 
  otherwise everything is very good. Thank you.",None
12/24/2017,Staff was curtious and helpful. The ruben egg roll was awesome.  We really enjoy your restuarant and the atmosphere.,None
12/24/2017,Excellent beer choices..something new each visit,None
12/24/2017,Atmosphere was good but the place was too cold.,None
12/23/2017,"We were satisfied with our most recent visit.  Food was good, service was good and drinks were pretty good.  The kids Mac-n-cheese was not fresh and tasted reheated.",None
12/23/2017,Fish Taco's were not good! Need at fishy taste taken away. Also it didn't taste fresh..,None
12/23/2017,The calamari was fantastic!,None
12/22/2017,Attentiveness of bar & wait staff plus very engaging and positive attitude.,None
12/22/2017,Always good,None
12/21/2017,Tables were full so my granddaughter & I sat at the bar & service was delightful!,None
12/21/2017,Waitress was fantastic,None
12/21/2017,Our server was very attentive. The atmosphere was upbeat.,None
12/21/2017,Service excellent. Would like rolls/bread. Food is very good.,None
12/21/2017,"My trivia team plays every Tuesday and we all order dinner and drinks. The staff, Blake in particular, is wonderful and attentive. The food could be a little better.",None
12/21/2017,Excellent service and the food was delicious.,None
12/20/2017,Brought our adult children and grandchildren on this visit because of past great food and service.  Enjoyed every minute of the night.,None
12/20/2017,The last several visits the service has been slow and the food overall hasn't been as good as what it used to be for the cost.  Wait staff is nice - food service is not a favorite place to get a meal.,None
12/19/2017,"We are regulars at McGuire's, usually every Friday night. I can honestly say there is ABSOLUTELY nothing that I would change about McGuire's. The food is always fresh, hot and delish! I always get the chicken Alfredo adding mushrooms with a side Caeser salad, mussels and my hubby gets the fish and chips. This time my hubby changed up the fish and chips to the Cajun burger and he LOVED IT! However most importantly the staff is AHHHHHMAZING and they treat to as a friend or family NOT as a customer and we love that. Stephanie usually is our waitress and she is excellent. Recently we had Laura as our waitress and she was just as great as Laura. Lastly I'm picky when it comes to my drinks but I'm a women so what do you expect. Ha!  I don't like to taste the alcohol to much in my drinks and the blonde bartender is excellent. She makes my sangria perfect ALWAYS!!! She always recommends the best IPA beer for my hubby to. Typically that's unheard of. If I had to suggest something to change I would suggest that you guys NEVER change your hospitality or the way you do business. Lastly keep Alex in your management, he is just as amazing as the rest of the staff. Hopefully we'll see you guys Friday night and if not y'all have a very Merry Christmas!",None
12/19/2017,Friendly and efficient staff and food that is consistently good.,None
12/18/2017,"Always a great place to gather with friends for drinks, food and fun. We're locals so we highly recommend it. And bring some friends. The more, the merrier.  The Feltmans",None
12/17/2017,We always have excellent service and food at Maguire’s.,None
12/17/2017,Manager sat with us to answer questions about the flight of beer I ordered.  Very knowledgeable.,None
12/16/2017,Always enjoy eating at maguries. Food and service is always excellent.,None
12/16/2017,Good food and great service make the Crosstown Grill a regular stop for us!,None
12/15/2017,No changes or improvements needed. My dinner was perfect.,None
12/15/2017,Severs are Great,None
12/15/2017,Great food and service!,None
12/14/2017,"My husband's hamburger was under cooked. The manager worked with us and since we did not want to wit for another burger, he gave us a complimentary dessert.  We will be back!",None
12/14/2017,Family atmosphere is high the Sunday evening we decided to eat at the pub.  A number of Christmas groups were enjoying themselves.,None
12/14/2017,Great food and fun on Tuesday Trivia nights!!,None
12/14/2017,Every employee that we have met is very nice and professional and great food.,None
12/13/2017,wings were delish!!!  beer was tasty too...,None
12/13/2017,Our server Eithan was great and was Always there for us / a party of 7 / and that was much appreciated.  Merry Christmas to all of your Team ...,None
12/12/2017,We dine here at least twice a week.  I like that the staff recognizes us when we walk in and lets us take our favorite table.  Everyone is always so friendly yet professional.,None
12/12/2017,Fish was much greasier than before (fish and chips).,None
12/11/2017,Our waiter eas amazing! Thr Sunday brunch was lacking though.,None
12/11/2017,Love coming here!,None
12/11/2017,"It took a few minutes for the server to get to us, but after that, it was wonderful. I love the chicken Marsala!",None
12/10/2017,Wonderful meal and great service. One of our favorite places to eat!,None
12/10/2017,The service and the hot fudge brownie sundae!,None
12/09/2017,I brought a friend that had never been there before.  She loved it !!,None
12/08/2017,"If you are interested in field testing a Hoshizaki ice machine or Hoshizaki refrigeration unit, please feel free to contact me.  We are currently developing back bar models and would like to field test the models.  jakimmel@hoshizaki.com",None
12/07/2017,"Everything was very good, both the food and service.  My only comment is that it seems every time I visit, there are new people working.  Before I retired, I had 47 years with the same company.  This short time employment bothers me.  I would like to see you have more long term employees.  If I am missing something, please let me know.",None
12/07/2017,Our food allergies were taken care of by a very nice manager.  They made sure everything was taken care of which made it a very pleasurable visit.,None
12/07/2017,Best hamburgers anywhere around!,None
12/07/2017,"We waited too long for a waitress to take our order,",None
12/06/2017,Food was great- staff was very good,None
12/06/2017,The sesame crusted chicken salad was very very good,None
12/06/2017,"Great experience and atmosphere, plus you can never go wrong with bottomless mimosas. Would like to see more variety/specials for Sunday brunch.",None
12/06/2017,Friendly and prompt service,None
12/05/2017,Super!!,None
12/05/2017,Both the food and the atmosphere were great. We had six in our party and the only negative comment I heard was not enough creamed potatoes. Personally I had more than enough and had some left to bring home. Overall we had a great time.,None
12/05/2017,our server was very friendly and accommodating.,None
12/05/2017,The fish was overcooked. We along with our waitress hesitated when we she brought it out. We have ordered the fish many times before but this was not very good.,None
12/04/2017,Temperature was too cold in dining room. In back room by bar,None
12/04/2017,The food and service was great!,None
12/04/2017,Service and food was great!,None
12/03/2017,The scallop special was absolutely awesome. You need to have more like this.,None
12/02/2017,Great food and excellent service!,None
12/02/2017,"The food was good. Our server seemed very young, and inexperienced. It took a pretty good amount of to get basic things like drink refills and napkins. The only other complaint that I had was that, for the money, the portion of chicken on the salad I ordered seemed pretty small.",None
12/02/2017,"Friday night was very busy, however we were quickly served by a new waitress who tried to impress us with her knowledge of the menu. When asked a trick question, she said she wasn't sure, but would find out. We all laughed and told we are frequent customers and are more familiar with the menu than her. You hired a very good waitress. Very good service, gave her 20% tip, and look foreward to my next visit.",None
12/02/2017,"Enjoyed the food (fish and chips and Rueben sandwich), the Diet Cokes were flat. The staff was aware of the condition and did not charge for the drinks. The reason I did not have my normal beverage (Guinness) is the tiny glasses the pub now employs. I recently dined at Buffalo Wild Wings and they evidently don’t have trouble finding 20 ounce Guinness glasses as they were happy to serve me a “proper pint”.",None
12/02/2017,We so enjoy the fish and fries and sometime soon we may try something else.  Our friends from England say the food here is better than what they get at home.,None
12/02/2017,"We enjoy the staff and bartenders. Beer choices are interesting.
The sliders still need to be addressed- I would not order them until they get more character - toppings, etc.",None
12/01/2017,"Excellent food, service very good, friendly hostess, enjoyed quiz night.
Wish you could access Wi-Fi though.",None
12/01/2017,Everything was good,None
11/30/2017,In general food was good.  Wife had damon overcoozed to much spices.,None
11/30/2017,Would like to see more friendly and attentive staff.  Our waitress bugged us while we were eating and talking but when we were ready for the check I had to call her over,None
11/30/2017,Our waiter did an excellent job and was very friendly!,None
11/30/2017,Grace was awesome! We love dining at the pub!,None
11/30/2017,Offer more & different specials,None
11/29/2017,"Friendly staff, great wings and other menu items, great beer selection, fun trivia night!",None
11/29/2017,Need to bring Wi-Fi back. Often we choose another restaurant when we have a baby sitter that can not get a hold of us.  No cell service - at least provide Wi-Fi.,None
11/29/2017,We highly enjoy Maquires!,None
11/26/2017,Love coming to eat there! Don’t have any complaints.,None
11/26/2017,Loved the atmosphere and the people who work there.  The food is good.  You should bring back the baked potatoes and the Guinness hot pretzels you had as a special once.  Put them on the menu - they are the best things ever!,None
11/26/2017,"Friendly atmosphere, especially now that I'm considered a regular.  The loyalty mugs are a great bargain.See you soon.",None
11/25/2017,We always have a terrific time when we dine at Macguires! No improvements are needed.,None
11/25/2017,We always feel like family.,None
11/23/2017,Just a little to much turn over in staff but no big deal. The beer could most definitely be colder.,None
11/21/2017,"Kid friendly environment, good food, clean restaurant",None
11/21/2017,Perhaps a little warmer decor,None
11/20/2017,We had the private room and  it was perfect for our friends to be able to share and talk without having to worry about the noise. The service was great and the staff was so helpful and accommodating.,None
11/20/2017,First time to order burger and it was very good!  Service also great.,None
11/20/2017,Everything was excellent. Nothing needs improvement.,None
